trade_date,pnl_net,pnl_gross,cost,scale,gate_on,regime_on,turnover
2020-03-09,-0.016662256909133175,-0.01659700429761244,6.525261152073661e-05,0.48440101453712375,True,False,0.13050522304147322
2020-03-10,0.015793333423654462,0.015856503910111844,6.317048645738232e-05,0.4774133888298122,True,False,0.12634097291476462
2020-03-11,-0.004321552353341241,-0.0042020732951328,0.00011947905820844112,0.47691054482586,True,False,0.23895811641688222
2020-03-12,-0.003689151048818938,-0.003510359679008846,0.00017879136981009208,0.4765098688290165,True,False,0.35758273962018416
2020-03-13,-0.002994740178156246,-0.0029941497607871258,5.904173691200499e-07,0.4776907035672566,True,False,0.0011808347382400997
2020-03-16,-0.022101680783979335,-0.02197848955979153,0.00012319122418780502,0.46261651038329316,True,False,0.24638244837561005
2020-03-17,-0.003196219306048062,-0.002964851387982728,0.00023136791806533375,0.46277561137979223,True,False,0.4627358361306675
2020-03-18,-0.000836389423970697,-0.0007205994738697587,0.00011578995010093826,0.4629677058917726,True,False,0.23157990020187652
2020-03-19,0.003991013050311836,0.004048884071876497,5.7871021564660467e-05,0.4629678225481504,True,False,0.11574204312932093
2020-03-20,-0.00014004779081303108,-8.217678850229671e-05,5.787100231073436e-05,0.4629678715325815,True,False,0.11574200462146872
2020-03-23,-0.008869721860659064,-0.00875339141805046,0.00011633044260860426,0.460613972630746,True,False,0.2326608852172085
2020-03-24,0.003528131672850761,0.003585822200183779,5.769052733301791e-05,0.46031055728628023,True,False,0.11538105466603582
2020-03-25,0.002075770458082481,0.002305925736725621,0.00023015527864314012,0.4602320570667572,True,False,0.46031055728628023
2020-03-26,0.0005849951394724998,0.0005855302346031814,5.350951306816731e-07,0.46130224732812053,True,False,0.0010701902613633463
2020-03-27,0.0014423623835675555,0.001500097245530132,5.773486196257642e-05,0.4614944634522841,True,False,0.11546972392515284
2020-03-30,-0.007365682383930181,-0.007134935152204039,0.00023074723172614208,0.4610696921087646,True,False,0.4614944634522841
2020-03-31,0.0022787038077861648,0.00239410437627476,0.00011540056848859507,0.4613359830315724,True,False,0.23080113697719012
2020-04-01,-0.004144744203171141,-0.004086917806678821,5.7826396492320365e-05,0.46091092006257556,True,False,0.11565279298464073
2020-04-02,0.006334999909324606,0.006394044352433087,5.9044443108480666e-05,0.463772076263893,True,False,0.11808888621696133
2020-04-03,0.0005354825086261434,0.0006514258526221707,0.00011594334399602742,0.4637694768234597,True,False,0.23188668799205484
2020-04-07,0.008228357647112793,0.008344430282930701,0.000116072635817908,0.4632484103752874,True,False,0.232145271635816
2020-04-08,-0.0013828683883583541,-0.0013247167355194313,5.815165283892279e-05,0.46373961345931114,True,False,0.11630330567784558
2020-04-09,0.004564964659619392,0.004565284624700188,3.199650807958754e-07,0.4630996832977194,True,False,0.0006399301615917508
2020-04-10,-0.002250558300791917,-0.0022505486859060917,9.614885825376396e-09,0.46308045352606864,True,False,1.922977165075279e-05
2020-04-13,-0.001499995331690211,-0.0014409327162030533,5.906261548715777e-05,0.465435571118867,True,False,0.11812523097431554
2020-04-14,0.0053635091954218755,0.005364668572162451,1.1593767405754242e-06,0.46775432460001787,True,False,0.002318753481150848
2020-04-15,-0.0020746118650976277,-0.0020161380776072273,5.847378749040062e-05,0.46776331843081465,True,False,0.11694757498080124
2020-04-16,0.0002858968376563466,0.0002865050325388742,6.081948825276129e-07,0.46897970819586987,True,False,0.0012163897650552258
2020-04-17,-0.00143545551783516,-0.0013768071783360246,5.864833949913524e-05,0.4689107055967992,True,False,0.11729667899827047
2020-04-20,0.001878553128812932,0.0019374218078495751,5.886867903664332e-05,0.4695902811622483,True,False,0.11773735807328664
2020-04-21,-0.005577232317860264,-0.005576854179082861,3.781387774021705e-07,0.468834003607444,True,False,0.000756277554804341
2020-04-22,0.004743210323200926,0.004743486635748765,2.763125478386086e-07,0.46828137851176677,True,False,0.0005526250956772172
2020-04-23,0.0036409327905396163,0.003758133668073871,0.0001172008775342546,0.46862946626193447,True,False,0.2344017550685092
2020-04-24,-0.002976207161546263,-0.0028004711116980377,0.00017573604984822541,0.4683637013223986,True,True,0.3514720996964508
2020-04-27,0.0017199404286803166,0.0017784940648464783,5.85536361661616e-05,0.4683419053201005,True,True,0.1171072723323232
2020-04-28,0.0009771946584455394,0.0010942808617804148,0.00011708620333487533,0.4683389973006997,True,True,0.23417240666975064
2020-04-29,-0.0026397769965169973,-0.0025224738394615687,0.00011730315705542854,0.4689214179147093,True,True,0.23460631411085708
2020-04-30,0.012616286500080568,0.012734733407018719,0.00011844690693815158,0.46405520807681233,True,True,0.23689381387630315
2020-05-06,0.006235171434327019,0.006351465626046321,0.00011629419171930185,0.4629336492764173,True,True,0.2325883834386037
2020-05-07,0.00046397375886360315,0.0005222470230899583,5.827326422635517e-05,0.4637467654100233,True,True,0.11654652845271034
2020-05-08,0.003972150494776428,0.004030249233141483,5.8098738365054826e-05,0.4633990515732182,True,True,0.11619747673010965
2020-05-11,0.00020165826368832764,0.0003177758996163344,0.00011611763592800675,0.4639347976426226,True,False,0.23223527185601348
2020-05-12,0.004033281071713255,0.004149374838265911,0.00011609376655265587,0.4634945290746217,True,False,0.23218753310531173
2020-05-13,0.0035353624573328116,0.003651236089601467,0.00011587363226865541,0.46331133039522887,True,False,0.23174726453731082
2020-05-14,-0.0012282979418115258,-0.0011703244205783481,5.7973521233177797e-05,0.46343054026277725,True,False,0.1159470424663556
2020-05-15,0.0032738654875123325,0.00333189179803677,5.802631052443763e-05,0.4631705589518693,True,False,0.11605262104887526
2020-05-18,-0.0019119032925281002,-0.0019114470004744969,4.562920536033688e-07,0.46408314305907605,True,False,0.0009125841072067375
2020-05-19,0.008631169307067713,0.008747735205092056,0.00011656589802434397,0.46190269402077627,True,False,0.23313179604868792
2020-05-20,-0.008140062824290532,-0.00802405812485542,0.0001160046994351119,0.45978659030110497,True,False,0.2320093988702238
2020-05-21,-0.003161048602613285,-0.003103444537884884,5.760406472840055e-05,0.45943794779240515,True,False,0.1152081294568011
2020-05-22,-0.009294152711807828,-0.009235679056266403,5.847365554142449e-05,0.45665418227940824,True,False,0.11694731108284898
2020-05-25,0.0032750667135351312,0.003389230259104983,0.00011416354556985206,0.45636853381276243,True,False,0.22832709113970412
2020-05-26,0.0061392397036964435,0.006196686044243141,5.7446340546697645e-05,0.4574359306663687,True,False,0.11489268109339529
2020-05-27,-0.005726549111006089,-0.0056120527153803446,0.00011449639562574395,0.4563366269931543,True,False,0.22899279125148791
2020-05-28,-0.0011172690556168028,-0.0011172261470359902,4.2908580812628384e-08,0.45642244415477956,True,False,8.581716162525677e-05
2020-05-29,0.00222382728952184,0.002337966917377339,0.00011413962785549917,0.45649047778838814,True,False,0.22827925571099833
2020-06-01,0.011131554988744477,0.011189836959407312,5.828197066283515e-05,0.45323538195029045,True,False,0.1165639413256703
2020-06-02,-0.001980359319161114,-0.0017537376560339052,0.00022662166312720873,0.45324597435579317,True,False,0.45324332625441743
2020-06-03,0.0009235258317655,0.0010370834450728493,0.00011355761330734927,0.4539022936048624,True,False,0.22711522661469852
2020-06-04,0.002636956923253643,0.0027505344236720647,0.00011357750041842186,0.4541061476392749,True,False,0.2271550008368437
2020-06-05,0.003052707177504484,0.003166255114414844,0.00011354793691035982,0.45419174764143927,True,False,0.22709587382071963
2020-06-08,-0.00022542044451413773,-0.00011025504673995944,0.0001151653977741783,0.4574266693690762,True,False,0.2303307955483566
2020-06-09,0.003603507831189979,0.003718478573634892,0.0001149707424449131,0.4586548195743643,True,False,0.22994148488982621
2020-06-10,0.0031608819797724393,0.0032182662052484207,5.738422547598119e-05,0.4585151581632026,True,False,0.11476845095196238
2020-06-11,-0.0035201996905378486,-0.003462763788843276,5.74359016945726e-05,0.4580291304665135,True,False,0.1148718033891452
2020-06-12,0.0008532384172176954,0.0009105046577261202,5.7266240508424866e-05,0.45805432886673486,True,False,0.11453248101684974
2020-06-15,-0.004173201655771099,-0.00411573265844983,5.746899732126964e-05,0.45862021210120896,True,False,0.11493799464253929
2020-06-16,0.010686162907887474,0.01074466898416015,5.850607627267581e-05,0.4554774127411431,True,False,0.11701215254535162
2020-06-17,0.0012595971284827775,0.001316614396204867,5.701726772208948e-05,0.4556425950000363,True,False,0.11403453544417895
2020-06-18,0.00208750997454461,0.002144481873367671,5.6971898823061146e-05,0.45557629720780984,True,False,0.1139437976461223
2020-06-19,0.004186590650777913,0.0043574733887184,0.00017088273794048687,0.45524328530734454,True,False,0.3417654758809737
2020-06-22,-0.0009692549860551558,-0.0008554021330925004,0.00011385285296265546,0.4553553696695294,True,False,0.22770570592531092
2020-06-23,0.0037898064007984883,0.0038467852435469753,5.6978842748486775e-05,0.455117683510347,True,False,0.11395768549697355
2020-06-24,-0.000579491618215536,-0.0004655853902310849,0.00011390622798445105,0.4553712977240756,True,False,0.2278124559689021
2020-06-29,-0.0017412321691495578,-0.0015704617630259061,0.0001707704061236517,0.4553877496630712,True,False,0.3415408122473034
2020-06-30,0.006700239695014856,0.006814194592083366,0.00011395489706851042,0.4545240724411303,True,False,0.22790979413702084
2020-07-01,0.006978122333961312,0.0070920527333170665,0.00011393039935575437,0.4533265474592431,True,False,0.22786079871150874
2020-07-02,0.004589937092498672,0.004760268743232647,0.0001703316507339753,0.4539949383327614,True,False,0.3406633014679506
2020-07-03,0.0033808126973990083,0.003494342290979973,0.00011352959358096471,0.454077228993493,True,False,0.2270591871619294
2020-07-06,0.02086613417550218,0.020927397810544857,6.126363504267873e-05,0.44206661187751406,True,False,0.12252727008535746
2020-07-07,-0.0010556114332438392,-0.0009449726412146712,0.00011063879202916791,0.44231088999709284,True,False,0.2212775840583358
2020-07-08,0.005961889896991667,0.006072541497631336,0.00011065160063966918,0.44201537743550895,True,False,0.22130320127933836
2020-07-09,0.008589829467475926,0.008591121379680912,1.2919122049857012e-06,0.44459920184548035,True,False,0.0025838244099714025
2020-07-10,-0.0052912815679523936,-0.0051800253007016905,0.00011125626725070343,0.44417333468814707,True,False,0.22251253450140684
2020-07-13,0.011806169649835559,0.011862648292850017,5.647864301445862e-05,0.44162139821230645,True,False,0.11295728602891723
2020-07-14,-0.0033089683668445532,-0.003253645651329168,5.5322715515385226e-05,0.4411412352569188,True,False,0.11064543103077044
2020-07-15,-0.008166561381535278,-0.008165910263186417,6.511183488616957e-07,0.4398389985591954,True,False,0.0013022366977233912
2020-07-16,-0.020290943933718383,-0.020232813853222266,5.813008049611819e-05,0.42723817585432033,True,False,0.11626016099223638
2020-07-17,0.0007069163530363177,0.0007069189667229547,2.6136866370651824e-09,0.42724340322759446,True,False,5.227373274130365e-06
2020-07-20,0.011568797475561955,0.01167613496680693,0.00010733749124497567,0.42513684147528635,True,False,0.21467498248995132
2020-07-21,0.006356857990536838,0.00651639122192282,0.0001595332313859827,0.4242815148132841,True,False,0.3190664627719654
2020-07-22,0.0038547748104486136,0.003960880081539414,0.00010610527109080048,0.42400237571344834,True,False,0.21221054218160096
2020-07-23,0.00504055469058053,0.005040805243966293,2.505533857630471e-07,0.42350126894192225,True,False,0.0005011067715260942
2020-07-24,-0.0189985434435724,-0.018943264697430802,5.527874614159912e-05,0.4141369188464869,True,False,0.11055749228319824
2020-07-27,0.0005459827384407976,0.0005983243135034619,5.2341575062664255e-05,0.4152858392601937,True,False,0.10468315012532851
2020-07-28,0.003297047546147266,0.003452790289069065,0.00015574274292179925,0.41520141366638086,True,False,0.3114854858435985
2020-07-29,0.008769783414705294,0.00877009186016813,3.084454628362321e-07,0.4145845227407084,True,False,0.0006168909256724642
2020-07-30,-0.0010025585656173654,-0.000950435018383074,5.212354723429142e-05,0.41518548652411413,True,False,0.10424709446858284
2020-07-31,0.002559604448783711,0.002611516710236678,5.191226145296659e-05,0.41514795149090794,True,False,0.10382452290593318
2020-08-03,0.015882317929168107,0.015986880570469438,0.00010456264130132943,0.40894272406208837,True,False,0.20912528260265886
2020-08-04,-0.004465501193236482,-0.004312147671713199,0.00015335352152328314,0.40819570537999667,True,False,0.30670704304656626
2020-08-05,0.006753846117504719,0.006907130555198096,0.0001532844376933772,0.4090398980835106,True,False,0.3065688753867544
2020-08-06,-0.0013052877562609658,-0.0012539118075750014,5.1375948685964355e-05,0.40969579521824534,True,False,0.1027518973719287
2020-08-07,-0.0014713460161493873,-0.00141980077832883,5.1545237820557296e-05,0.410584497666983,True,False,0.10309047564111459
2020-08-10,-0.0028147888922561474,-0.002762412500303462,5.2376391952685356e-05,0.4133933769851496,True,False,0.10475278390537071
2020-08-11,-0.004975644208313681,-0.004899693326544362,7.595088176931872e-05,0.4619467962774996,True,False,0.15190176353863744
2020-08-12,-0.015813918747392807,-0.015697414084305715,0.00011650466308709373,0.45787494020662434,True,False,0.23300932617418746
2020-08-13,-0.0005398313484978137,-0.0003681314519261259,0.0001716998965716877,0.4578492921602525,True,False,0.3433997931433754
2020-08-14,0.005129361508704454,0.005243919636595933,0.0001145581278914789,0.4581047717640279,True,False,0.2291162557829578
2020-08-17,0.009015849751195513,0.009073795740523041,5.794598932752848e-05,0.4562837241452946,True,False,0.11589197865505696
2020-08-18,0.0004346603263558899,0.0006059447856649513,0.00017128445930906136,0.45675855815749694,True,False,0.3425689186181227
2020-08-19,-0.004636955787595139,-0.004522766148055765,0.00011418963953937423,0.4558046873496721,True,False,0.22837927907874847
2020-08-20,-0.009066980791931514,-0.008896054034175387,0.00017092675775612703,0.4543589052996451,True,False,0.34185351551225407
2020-08-21,0.0008418766573490291,0.001012425230733934,0.00017054857338490493,0.45468687309472106,True,False,0.34109714676980984
2020-08-24,0.0009718858528438859,0.001085564909513647,0.000113679056669761,0.45470644215093636,True,False,0.227358113339522
2020-08-25,0.0008886976272384933,0.0009488018298531976,6.01042026147044e-05,0.46123823684261106,True,False,0.12020840522940879
2020-08-26,-0.004645879111607302,-0.004587994396653057,5.788471495424407e-05,0.46169810754044643,True,False,0.11576942990848814
2020-08-27,0.0023062103575725986,0.0024794342620190826,0.00017322390444648395,0.46187233577807946,True,False,0.3464478088929679
2020-08-28,0.008634557455819382,0.008750171401315714,0.00011561394549633333,0.4612888895708256,True,False,0.23122789099266666
2020-08-31,-0.00022463037139127686,-0.0002225142281067269,2.1161432845499538e-06,0.4655211761399255,True,False,0.004232286569099908
2020-09-01,-0.0012227435128602528,-0.0011609516231459564,6.179188971429641e-05,0.4727246615335369,True,False,0.1235837794285928
2020-09-02,-0.0025641803266052035,-0.002505027072048904,5.9153254556299326e-05,0.47285000526275134,True,False,0.11830650911259864
2020-09-03,0.0010772657052892751,0.0011467203690128296,6.945466372355445e-05,0.4935468313941724,True,False,0.13890932744710888
2020-09-04,-0.005104874743822953,-0.0049814298626153055,0.0001234448812076468,0.4933141379577576,True,False,0.2468897624152936
2020-09-07,-0.003644360815436065,-0.0035112867054488293,0.00013307410998723563,0.5193023392852142,True,False,0.26614821997447125
2020-09-08,0.0007934398802622318,0.0009268248500392864,0.00013338496977705468,0.5264211091967164,True,False,0.2667699395541093
2020-09-09,-0.008396087678494379,-0.00819867976254561,0.00019740791594876863,0.5239164476684356,True,False,0.3948158318975373
2020-09-10,-0.003792694633466398,-0.0036616520527546965,0.00013104258071170124,0.5234086973116969,True,False,0.2620851614234025
2020-09-11,0.004213279754404242,0.004278800674435959,6.552092003171694e-05,0.5236615849590431,True,False,0.1310418400634339
2020-09-14,0.003507029201015606,0.00350820533073499,1.176129719383967e-06,0.5260138443978111,True,False,0.002352259438767934
2020-09-15,0.0002702125840862642,0.00034230350924187563,7.209092515561144e-05,0.5386922336095812,True,False,0.14418185031122288
2020-09-16,-0.0031596327630189196,-0.003154649056546908,4.983706472011462e-06,0.5486596465536041,True,False,0.009967412944022924
2020-09-17,-0.003621516787295709,-0.003621290832165425,2.259551302839502e-07,0.549111556814172,True,False,0.0004519102605679004
2020-09-18,0.006087563965040985,0.006224865885934658,0.00013730192089367256,0.5489193032931355,True,False,0.2746038417873451
2020-09-21,-0.004517414352155421,-0.0043801015806275755,0.00013731277152784595,0.5485875204748872,True,False,0.2746255430556919
2020-09-22,-0.008116776132435473,-0.008039207245359175,7.756888707629877e-05,0.5725753791867215,True,False,0.15513777415259752
2020-09-23,-0.0009814013112415284,-0.0008378924955173687,0.0001435088157241597,0.5733053210416801,True,False,0.2870176314483194
2020-09-24,-0.008856424147184759,-0.008641001125070463,0.00021542302211429557,0.5698371072523558,True,False,0.43084604422859113
2020-09-25,0.0009299508806230233,0.0011439479928091047,0.0002139971121860813,0.5704535011852515,True,False,0.4279942243721626
2020-09-28,0.0010732920382049995,0.0012159216377763634,0.000142629599571364,0.5704967659187212,True,False,0.285259199142728
2020-09-29,-0.0006454904314975013,-0.0006428072309989192,2.683200498582117e-06,0.5758631669158855,True,False,0.0053664009971642335
2020-09-30,-0.0034983966497062324,-0.003498224773222275,1.7187648395711187e-07,0.5755194139479712,True,False,0.0003437529679142237
2020-10-09,0.007519971176118512,0.007664048155691646,0.0001440769795731338,0.5739424052588434,True,False,0.28815395914626757
2020-10-12,0.005291779744462259,0.00543544980620322,0.00014367006174096072,0.573204563553844,True,False,0.28734012348192145
2020-10-13,0.0002673947252912008,0.00048235164023055987,0.0002149569149393591,0.5732149707671792,True,False,0.4299138298787182
2020-10-14,-0.0021382025919651332,-0.001993140105228828,0.0001450624867363055,0.5767324588562006,True,False,0.290124973472611
2020-10-15,0.001231201926182486,0.0014475263801717066,0.00021632445398922045,0.5768652106379212,True,False,0.4326489079784409
2020-10-16,-0.005663111461482107,-0.005518869470172993,0.00014424199130911442,0.5766597014408482,True,False,0.28848398261822883
2020-10-19,-0.007337293607376381,-0.007264903083677166,7.239052369921426e-05,0.5758382053898929,True,False,0.1447810473984285
2020-10-20,0.006795472001830346,0.00686795029590958,7.247829407923382e-05,0.5745088229752338,True,False,0.14495658815846763
2020-10-21,-0.005323849583480529,-0.005251082455596507,7.276712788402131e-05,0.576415872999468,True,False,0.14553425576804263
2020-10-22,-0.002448656375168113,-0.0023765626443768063,7.209373079130699e-05,0.576248886333974,True,False,0.14418746158261397
2020-10-23,-0.005914536393162087,-0.005770268223305249,0.00014426816985683776,0.5754250932405969,True,False,0.28853633971367554
2020-10-26,-0.00020300530733703044,-0.00013083728057558097,7.216802676144948e-05,0.5759048734533466,True,False,0.14433605352289897
2020-10-27,0.006322625401473589,0.006466835824007628,0.00014421042253403944,0.5749680567705355,True,False,0.28842084506807886
2020-10-28,0.010652588408568442,0.010725382259990472,7.279385142203043e-05,0.5725071385686329,True,False,0.14558770284406086
2020-10-29,0.0071695194716079194,0.007312919934506432,0.00014340046289851215,0.5714124255432171,True,False,0.2868009257970243
2020-10-30,-0.008375579166435658,-0.008373906243229461,1.6729232061964418e-06,0.5680665791308243,True,False,0.0033458464123928833
2020-11-02,0.00661721307359371,0.006617691613584537,4.78539990826421e-07,0.5671094991491714,True,False,0.0009570799816528419
2020-11-03,0.004300228985700971,0.0043712091307544195,7.09801450534483e-05,0.5667436685099639,True,False,0.1419602901068966
2020-11-04,0.004284115346791321,0.004355920993209019,7.180564641769775e-05,0.5686690442178685,True,False,0.1436112928353955
2020-11-05,0.014315623450238714,0.014318517864361712,2.894414122998623e-06,0.5628802159718712,True,False,0.005788828245997246
2020-11-06,-0.006492483775798538,-0.0064214782238611,7.100555193743704e-05,0.5611588161293295,True,False,0.1420111038748741
2020-11-09,0.010672635615819076,0.01074380640390811,7.11707880890338e-05,0.5584229866016825,True,False,0.14234157617806759
2020-11-10,-0.0021039727824100243,-0.0021037887991485135,1.8398326151058964e-07,0.5580550200786614,True,False,0.00036796652302117927
2020-11-11,-0.006792354562649698,-0.006791180809969759,1.173752679939133e-06,0.5557075147187831,True,False,0.002347505359878266
2020-11-12,0.006842344038319833,0.0069813535074120725,0.0001390094690922394,0.5550467914184343,True,False,0.27801893818447876
2020-11-13,-0.005988568148198397,-0.005917076319916219,7.14918282821779e-05,0.5606760696980972,True,False,0.1429836565643558
2020-11-16,0.01075096385558353,0.010821538736734262,7.057488115073257e-05,0.5587145799442156,True,False,0.14114976230146514
2020-11-17,-0.0030596008899678594,-0.0029896118779590046,6.998901200885487e-05,0.5581158218809039,True,False,0.13997802401770973
2020-11-18,-0.004159728122421326,-0.004020108265008151,0.00013961985741317456,0.5577522141091096,True,False,0.27923971482634913
2020-11-19,-0.0004690901902800061,-0.00039935058530212234,6.973960497788377e-05,0.5576973388711227,True,False,0.13947920995576754
2020-11-20,0.009430101037657653,0.009431149985482196,1.0489478245420124e-06,0.5555994432220387,True,False,0.002097895649084025
2020-11-23,0.010709290316413834,0.010710846066434462,1.5557500206283548e-06,0.552487943180782,True,False,0.0031115000412567095
2020-11-24,0.0024685902511303983,0.0025377152450151265,6.912499388472814e-05,0.5526159451550428,True,False,0.13824998776945627
2020-11-25,-0.012295042674899025,-0.012291974622069903,3.06805282912076e-06,0.5464798394968012,True,False,0.00613610565824152
2020-11-26,-0.0013392115629848036,-0.000792600697210173,0.0005466108657746305,0.5467418920524596,False,False,1.093221731549261
2020-11-27,0.0004433812392630685,0.00044504790013070214,1.6666608676336182e-06,0.5500752137877268,False,False,0.003333321735267236
2020-11-30,-0.013418088893001242,-0.01341633446428266,1.754428718583112e-06,0.5465663563505606,False,False,0.003508857437166224
2020-12-01,0.0039471061619025735,0.003947302225563748,1.9606366117413953e-07,0.5469584836729089,False,False,0.00039212732234827907
2020-12-02,0.007842168209065721,0.007843931614353187,1.7634052874646034e-06,0.5504852942478381,False,False,0.0035268105749292067
2020-12-03,0.005986242220169234,0.005986527574945239,2.8535477600533097e-07,0.5499145846958274,False,False,0.000570709552010662
2020-12-04,0.0004430006140325384,0.00044378106984953276,7.804558169943743e-07,0.5514754963298162,False,False,0.0015609116339887485
2020-12-07,-0.0010383788207505523,-0.0010373254085963841,1.053412154168154e-06,0.5535823206381525,False,False,0.002106824308336308
2020-12-08,0.008346027360629376,0.008346914230582064,8.868699526885515e-07,0.5518085807327754,False,False,0.001773739905377103
2020-12-09,-0.004064289886813707,-0.003512813424944848,0.000551476461868859,0.5511443430049426,True,False,1.102952923737718
2020-12-10,0.0024910032956603568,0.002631714237848601,0.000140710942188244,0.5569940558789593,True,False,0.281421884376488
2020-12-11,-0.00028591332412183847,0.00027125610521305343,0.0005571694293348919,0.5573448027908243,False,False,1.1143388586697838
2020-12-14,0.000150471957688532,0.00015048309675352257,1.1139064990561832e-08,0.5573225246608432,False,False,2.2278129981123662e-05
2020-12-15,0.004961094128185185,0.004961285114530826,1.90986345641353e-07,0.5569405519695605,False,False,0.00038197269128270595
2020-12-16,0.0034251381096912646,0.0034251843946127973,4.6284921532635525e-08,0.5570331218126258,False,False,9.256984306527105e-05
2020-12-17,0.002107285396777437,0.002664289421629789,0.0005570040248523522,0.5569749278920788,True,False,1.1140080497047045
2020-12-18,0.005045523888077938,0.005115188115894865,6.966422781692756e-05,0.556805480570408,True,False,0.1393284556338551
2020-12-21,0.009338852658132488,0.009339994332458166,1.1416743256777995e-06,0.5545221319190524,True,False,0.002283348651355599
2020-12-22,-0.006496903435594582,-0.006427188770007776,6.971466558680654e-05,0.5534570676605858,True,False,0.13942933117361309
2020-12-23,0.0024667262247548842,0.002535940284020804,6.921405926591954e-05,0.5533719321716623,True,False,0.1384281185318391
2020-12-24,-0.004618479467665601,-0.004480029991370256,0.000138449476295345,0.5535849186765212,True,False,0.27689895259069003
2020-12-25,0.010545553649612016,0.010684880911605204,0.00013932726199318728,0.5554469833246352,True,False,0.2786545239863746
2020-12-28,0.00387451340467119,0.0038746592939268233,1.4588925563341348e-07,0.5551552048133683,True,False,0.00029177851126682697
2020-12-29,-0.011797526371714454,-0.011794549903862415,2.976467852037923e-06,0.5492022691092925,True,False,0.005952935704075846
2020-12-30,0.013312092853558482,0.013382617642237048,7.05247886785654e-05,0.5442035890028822,True,False,0.1410495773571308
2020-12-31,0.006190711504374582,0.00619113213029129,4.206259167086057e-07,0.543362337169465,True,False,0.0008412518334172114
2021-01-04,0.01727402758811218,0.017345348367707958,7.132077959577773e-05,0.5342943706372127,True,False,0.14264155919155547
2021-01-05,0.008550175987711996,0.008551114254863271,9.382671512750407e-07,0.5324178363346627,True,False,0.0018765343025500814
2021-01-06,0.001998010847885859,0.0019981641397639888,1.5329187812990198e-07,0.5327244200909225,True,False,0.00030658375625980394
2021-01-07,0.010153043873801658,0.010153660856380472,6.169825788142625e-07,0.5314904549332939,True,False,0.0012339651576285249
2021-01-08,-0.006869226171101254,-0.00686898263955789,2.4353154336376195e-07,0.5310033918465664,True,False,0.00048706308672752385
2021-01-11,-0.01587958306882645,-0.01587494377806893,4.63929075751901e-06,0.5217248103315284,True,False,0.00927858151503802
2021-01-12,0.011616727379127192,0.012136427753533305,0.000519700374406113,0.5176759384806975,False,False,1.0394007488122259
2021-01-13,-0.0011071997771942674,-0.0010974729895790786,9.72678761518886e-06,0.5371295137110752,False,False,0.019453575230377718
2021-01-14,-0.0032815583090118412,-0.0032813241992609584,2.3410975088278276e-07,0.5366612942093096,False,False,0.0004682195017655655
2021-01-15,0.0015770004181636177,0.0015777842049753703,7.837868117525071e-07,0.5382288678328147,False,False,0.0015675736235050142
2021-01-18,-0.001149194284064932,-0.0011475039462195608,1.6903378453710927e-06,0.5416095435235568,False,False,0.0033806756907421853
2021-01-19,0.0002883177058111753,0.0002892194962415794,9.017904304041147e-07,0.5434131243843651,False,False,0.0018035808608082293
2021-01-20,0.0017369717092793283,0.001740552237403121,3.5805281237927258e-06,0.5505741806319505,False,False,0.007161056247585451
2021-01-21,0.005272829475638434,0.00527284892791219,1.9452273755826698e-08,0.5506130851794622,False,False,3.89045475116534e-05
2021-01-22,-0.0034543465977102355,-0.0029017309588957657,0.0005526156388144698,0.5546181924494773,True,False,1.1052312776289395
2021-01-25,-0.0021807715854531597,-0.0016122057581765745,0.0005685658272765854,0.5825134621036934,False,False,1.1371316545531707
2021-01-26,0.0015494797601302913,0.0015494858091958245,6.049065533253462e-09,0.5825013639726269,False,False,1.2098131066506923e-05
2021-01-27,-0.0030949653354729635,-0.003090752237238758,4.2130982342054035e-06,0.5909275604410377,False,False,0.008426196468410807
2021-01-28,-0.0026809780537125905,-0.0026798564866001057,1.1215671124845671e-06,0.5931706946660068,False,False,0.0022431342249691344
2021-01-29,0.0027015090628003673,0.002701892514203661,3.834514032936554e-07,0.5939375974725941,False,False,0.0007669028065873107
2021-02-01,0.006653782720340624,0.0066538829044854725,1.0018414484813664e-07,0.5941379657622904,False,False,0.0002003682896962733
2021-02-02,-0.005187525137565928,-0.005171970991960738,1.5554145605190194e-05,0.6252462569726708,False,False,0.03110829121038039
2021-02-03,-0.006489968326717895,-0.006488805654862377,1.1626718555182713e-06,0.6229209132616342,False,False,0.0023253437110365427
2021-02-04,-0.004522626636979437,-0.004522405830279464,2.208066999725422e-07,0.6224792998616892,False,False,0.0004416133999450844
2021-02-05,-0.007420560663765236,-0.007418708295751611,1.8523680136251497e-06,0.6261840358889394,False,False,0.0037047360272502994
2021-02-08,0.0058355739480603465,0.005836035214484916,4.6126642456933986e-07,0.6252615030398008,False,False,0.0009225328491386797
2021-02-09,0.006961684009334763,0.006962286836348181,6.028270134172953e-07,0.6240558490129662,False,False,0.0012056540268345906
2021-02-10,0.00032287582703989314,0.0003351179909199628,1.2242163880069656e-05,0.6485401767731055,False,False,0.024484327760139313
2021-02-18,-0.01915848541758128,-0.019151391420109805,7.093997471477543e-06,0.6343521818301504,False,False,0.014187994942955084
2021-02-19,-0.001581752276084093,-0.0015795369327570746,2.2153433270183932e-06,0.6387828684841872,False,False,0.004430686654036786
2021-02-22,0.007085185208707783,0.007086018360095088,8.331513873052199e-07,0.6371165657095768,False,False,0.0016663027746104397
2021-02-23,0.006290322764622484,0.0062908889698163615,5.662051938772339e-07,0.6359841553218223,False,False,0.0011324103877544678
